client_id,group,journeys,completed_journeys,completed,furthest_step,step_backs,repeated_steps,completion_time_s,effective_time_s,error_rate_a,error_rate_b,step_backs_per_journey,abandoned,clnt_tenure_yr,clnt_tenure_mnth,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth,age_band
1919252,Control,2,1,True,4,0,0,171.0,171.0,0.0,0.0,0.0,False,14.0,168.0,43.5,M,2.0,797366.4700000001,4.0,7.0,35-50
1919322,Test,1,1,True,4,1,0,269.0,63.0,0.0,1.0,1.0,False,4.0,58.0,21.5,F,2.0,39883.96,1.0,4.0,<35
1919346,Control,1,1,True,4,0,0,155.0,155.0,0.0,0.0,0.0,False,8.0,103.0,33.0,U,3.0,53880.21,6.0,9.0,<35
1919420,Control,1,1,True,4,0,0,752.0,752.0,0.0,0.0,0.0,False,6.0,72.0,33.5,U,2.0,49719.44,2.0,5.0,<35
1919426,Test,1,1,True,4,1,2,1382.0,415.0,2.0,1.0,1.0,False,16.0,194.0,53.5,F,2.0,91139.86,1.0,4.0,50-65
1919651,Control,1,0,False,3,0,0,,,0.0,0.0,0.0,True,4.0,59.0,59.0,U,2.0,25002.88,0.0,3.0,50-65
1919694,Test,1,0,False,3,1,0,,,0.0,1.0,1.0,True,16.0,200.0,58.0,F,3.0,71037.17,1.0,4.0,50-65
1919716,Control,1,1,True,4,0,0,219.0,219.0,0.0,0.0,0.0,False,19.0,231.0,61.5,F,2.0,282945.07,2.0,5.0,50-65
1919775,Control,1,1,True,4,0,0,395.0,395.0,0.0,0.0,0.0,False,26.0,313.0,69.5,M,3.0,93564.26,4.0,7.0,65+
1919788,Control,1,1,True,4,0,0,173.0,173.0,0.0,0.0,0.0,False,12.0,151.0,47.0,U,2.0,62600.24,6.0,9.0,35-50
1919830,Control,1,0,False,0,0,1,,,1.0,0.0,0.0,True,16.0,195.0,74.0,M,3.0,293220.42,2.0,5.0,65+
1919955,Test,1,0,False,2,1,3,,,3.0,1.0,1.0,True,5.0,68.0,56.0,U,2.0,57677.59,0.0,3.0,50-65
1920117,Test,2,1,True,4,3,2,759.0,290.0,1.0,1.5,1.5,False,16.0,202.0,42.5,M,2.0,40360.71,1.0,4.0,35-50
1920285,Control,1,1,True,4,0,0,269.0,269.0,0.0,0.0,0.0,False,13.0,167.0,34.5,F,2.0,99470.07,0.0,3.0,<35
1920314,Control,1,1,True,4,2,0,345.0,233.0,0.0,2.0,2.0,False,6.0,83.0,24.5,U,3.0,61495.75,5.0,8.0,<35
1920557,Control,1,0,False,2,1,0,,,0.0,1.0,1.0,True,14.0,170.0,35.0,F,2.0,25977.07,6.0,9.0,<35
1921173,Test,1,1,True,4,0,0,152.0,152.0,0.0,0.0,0.0,False,13.0,166.0,44.5,U,2.0,75840.06,1.0,4.0,35-50
1921266,Control,1,1,True,4,0,0,358.0,358.0,0.0,0.0,0.0,False,8.0,104.0,26.5,M,2.0,61284.08,3.0,6.0,<35
1921733,Control,1,1,True,4,0,0,94.0,94.0,0.0,0.0,0.0,False,20.0,244.0,27.0,M,3.0,104830.25,5.0,8.0,<35
1921763,Test,2,0,False,1,1,4,,,2.0,0.5,0.5,True,25.0,300.0,61.0,M,2.0,37578.75,6.0,9.0,50-65
1921935,Test,1,0,False,2,0,0,,,0.0,0.0,0.0,True,7.0,88.0,26.0,U,2.0,60365.91,0.0,3.0,<35
1922378,Test,1,1,True,4,0,1,566.0,532.0,1.0,0.0,0.0,False,26.0,322.0,45.5,M,2.0,61545.03,0.0,3.0,35-50
1922383,Control,1,0,False,1,1,0,,,0.0,1.0,1.0,True,8.0,107.0,38.0,F,2.0,62545.47,3.0,6.0,35-50
1922864,Control,2,1,True,4,2,0,911.0,231.0,0.0,1.0,1.0,False,6.0,73.0,33.5,U,2.0,57613.14,6.0,9.0,<35
1922986,Test,2,1,True,4,0,0,156.0,156.0,0.0,0.0,0.0,False,13.0,164.0,38.5,F,2.0,34933.91,0.0,3.0,35-50
1923033,Test,1,0,False,1,0,0,,,0.0,0.0,0.0,True,10.0,120.0,40.0,M,2.0,175719.22999999998,1.0,4.0,35-50
1923181,Control,1,1,True,4,0,0,113.0,113.0,0.0,0.0,0.0,False,18.0,221.0,55.0,F,3.0,98864.7,6.0,9.0,50-65
1924358,Control,1,1,True,4,3,1,352.0,247.0,1.0,3.0,3.0,False,8.0,101.0,25.5,U,3.0,58757.24,6.0,9.0,<35
1924404,Control,2,0,False,0,0,0,,,0.0,0.0,0.0,True,12.0,154.0,62.0,M,2.0,114383.79,0.0,3.0,50-65
1925016,Test,1,1,True,4,0,0,69.0,69.0,0.0,0.0,0.0,False,6.0,72.0,36.5,U,2.0,31242.74,6.0,9.0,35-50
1925220,Control,1,1,True,4,1,1,513.0,164.0,1.0,1.0,1.0,False,26.0,321.0,69.0,M,2.0,74989.81,5.0,8.0,65+
1925264,Control,1,1,True,4,0,0,174.0,174.0,0.0,0.0,0.0,False,23.0,283.0,55.5,F,2.0,126022.8,3.0,6.0,50-65
1925623,Control,1,0,False,3,0,0,,,0.0,0.0,0.0,True,11.0,143.0,63.0,F,2.0,54120.65,1.0,4.0,50-65
1926672,Test,1,1,True,4,0,0,93.0,93.0,0.0,0.0,0.0,False,24.0,295.0,52.0,F,2.0,110027.18,0.0,3.0,50-65
1927142,Test,1,1,True,4,1,0,425.0,142.0,0.0,1.0,1.0,False,12.0,152.0,40.5,U,3.0,49441.56,2.0,5.0,35-50
1927473,Control,1,0,False,2,0,0,,,0.0,0.0,0.0,True,5.0,71.0,28.0,U,3.0,51066.83,6.0,9.0,<35
1927505,Control,1,1,True,4,0,0,131.0,131.0,0.0,0.0,0.0,False,6.0,74.0,19.5,U,2.0,33088.36,4.0,7.0,<35
1927544,Control,1,1,True,4,0,0,364.0,364.0,0.0,0.0,0.0,False,20.0,240.0,45.5,M,2.0,320885.91,6.0,9.0,35-50
1927568,Test,1,1,True,4,0,0,142.0,142.0,0.0,0.0,0.0,False,8.0,104.0,35.5,U,2.0,71879.11,6.0,9.0,35-50
1927579,Test,1,1,True,4,0,1,275.0,204.0,1.0,0.0,0.0,False,22.0,272.0,54.5,M,2.0,63442.7,6.0,9.0,50-65
1927754,Control,1,0,False,2,0,0,,,0.0,0.0,0.0,True,13.0,166.0,50.0,M,2.0,64790.66,1.0,4.0,35-50
1927826,Control,1,1,True,4,0,0,263.0,263.0,0.0,0.0,0.0,False,4.0,58.0,21.5,U,4.0,42644.92999999999,6.0,9.0,<35
1927858,Test,1,0,False,3,3,0,,,0.0,3.0,3.0,True,14.0,175.0,51.0,M,2.0,94385.49,6.0,9.0,50-65
1928114,Test,1,1,True,4,3,2,366.0,114.0,2.0,3.0,3.0,False,23.0,283.0,66.5,M,2.0,391164.09,6.0,9.0,65+
1928166,Test,1,0,False,3,4,1,,,1.0,4.0,4.0,True,6.0,74.0,23.0,U,2.0,56191.86,1.0,4.0,<35
1928237,Control,1,0,False,0,0,0,,,0.0,0.0,0.0,True,14.0,173.0,50.0,F,2.0,272225.46,3.0,6.0,35-50
1928833,Test,1,1,True,4,0,0,327.0,327.0,0.0,0.0,0.0,False,9.0,119.0,64.5,M,2.0,171429.90999999997,1.0,4.0,50-65
1928906,Control,1,0,False,3,1,0,,,0.0,1.0,1.0,True,8.0,107.0,62.0,F,2.0,224068.55,4.0,7.0,50-65
1929072,Test,1,1,True,4,0,0,99.0,99.0,0.0,0.0,0.0,False,11.0,133.0,31.5,M,2.0,197652.85,1.0,4.0,<35
1929189,Control,2,0,False,2,1,0,,,0.0,0.5,0.5,True,23.0,276.0,50.0,U,2.0,124608.45,6.0,9.0,35-50
1929646,Test,1,1,True,4,0,1,149.0,83.0,1.0,0.0,0.0,False,4.0,57.0,27.5,U,4.0,138180.95,4.0,7.0,<35
1929698,Control,1,1,True,4,0,0,164.0,164.0,0.0,0.0,0.0,False,7.0,90.0,27.5,M,2.0,48682.92,6.0,9.0,<35
1929933,Control,1,1,True,4,0,0,170.0,170.0,0.0,0.0,0.0,False,18.0,216.0,41.5,M,3.0,207195.49,4.0,7.0,35-50
1930016,Test,1,0,False,2,2,0,,,0.0,2.0,2.0,True,6.0,75.0,31.0,U,3.0,74237.68,2.0,5.0,<35
1930353,Control,3,1,True,4,0,0,281.0,281.0,0.0,0.0,0.0,False,34.0,408.0,66.0,M,2.0,77952.54999999999,2.0,5.0,65+
1930379,Test,1,0,False,3,0,1,,,1.0,0.0,0.0,True,10.0,126.0,56.0,F,2.0,94407.02,0.0,3.0,50-65
1930528,Test,1,1,True,4,0,0,497.0,497.0,0.0,0.0,0.0,False,7.0,95.0,52.5,U,2.0,78548.01,6.0,9.0,50-65
1930561,Control,1,0,False,0,0,0,,,0.0,0.0,0.0,True,11.0,142.0,47.0,M,2.0,70786.51,0.0,3.0,35-50
1930761,Test,1,1,True,4,0,0,363.0,363.0,0.0,0.0,0.0,False,19.0,230.0,37.5,M,2.0,36817.01,6.0,9.0,35-50
1930869,Test,1,1,True,4,1,0,428.0,176.0,0.0,1.0,1.0,False,10.0,120.0,54.5,M,2.0,486088.09,3.0,6.0,50-65
1930963,Test,3,0,False,3,4,1,,,0.3333333333333333,1.3333333333333333,1.3333333333333333,True,12.0,151.0,31.0,F,2.0,66773.88,6.0,9.0,<35
1931127,Control,1,1,True,4,0,0,285.0,285.0,0.0,0.0,0.0,False,12.0,145.0,25.5,F,2.0,54474.62,2.0,5.0,<35
1931259,Control,2,1,True,4,1,0,353.0,332.0,0.0,0.5,0.5,False,13.0,157.0,31.5,M,2.0,84520.36,3.0,6.0,<35
1931445,Control,1,1,True,4,0,0,211.0,211.0,0.0,0.0,0.0,False,24.0,288.0,44.5,F,3.0,305422.37,6.0,9.0,35-50
1931619,Test,1,1,True,4,0,0,120.0,120.0,0.0,0.0,0.0,False,14.0,177.0,24.5,M,2.0,33797.13,5.0,8.0,<35
1931928,Control,1,1,True,4,0,0,156.0,156.0,0.0,0.0,0.0,False,6.0,82.0,67.5,U,2.0,32480.22,2.0,5.0,65+
1932116,Test,1,0,False,3,0,3,,,3.0,0.0,0.0,True,10.0,123.0,38.0,F,2.0,91693.29,2.0,5.0,35-50
1932162,Test,1,1,True,4,0,0,741.0,741.0,0.0,0.0,0.0,False,13.0,157.0,62.5,M,2.0,286077.5,4.0,7.0,50-65
1932271,Test,1,1,True,4,0,0,129.0,129.0,0.0,0.0,0.0,False,9.0,109.0,36.5,F,2.0,61012.8,6.0,9.0,35-50
1932408,Test,1,1,True,4,0,0,89.0,89.0,0.0,0.0,0.0,False,5.0,71.0,46.5,U,2.0,43499.01,1.0,4.0,35-50
1932460,Test,1,1,True,4,1,0,1075.0,1014.0,0.0,1.0,1.0,False,4.0,56.0,63.5,F,2.0,45776.36,1.0,4.0,50-65
1932668,Control,1,0,False,2,0,0,,,0.0,0.0,0.0,True,3.0,44.0,19.0,M,2.0,24106.99,0.0,3.0,<35
1932749,Control,1,0,False,0,0,0,,,0.0,0.0,0.0,True,21.0,252.0,65.0,F,2.0,34030.13,2.0,5.0,50-65
1932870,Test,1,1,True,4,1,1,596.0,287.0,1.0,1.0,1.0,False,5.0,60.0,57.5,U,2.0,54452.66,3.0,6.0,50-65
1932876,Test,1,0,False,3,0,0,,,0.0,0.0,0.0,True,18.0,220.0,65.0,M,2.0,26382.45,2.0,5.0,50-65
1932898,Control,1,1,True,4,0,1,178.0,95.0,1.0,0.0,0.0,False,22.0,264.0,51.5,M,5.0,2031391.94,6.0,9.0,50-65
1933359,Test,2,1,True,4,1,0,456.0,375.0,0.0,0.5,0.5,False,22.0,267.0,56.0,M,3.0,267724.02,5.0,8.0,50-65
1933735,Test,1,0,False,2,2,1,,,1.0,2.0,2.0,True,5.0,71.0,27.0,U,2.0,41537.82,6.0,9.0,<35
1933803,Control,1,1,True,4,0,0,220.0,220.0,0.0,0.0,0.0,False,34.0,419.0,65.5,F,2.0,197247.41,4.0,7.0,65+
1934386,Test,1,0,False,0,0,2,,,2.0,0.0,0.0,True,23.0,277.0,61.0,F,2.0,29388.52,4.0,7.0,50-65
1934569,Test,2,1,True,4,0,0,131.0,131.0,0.0,0.0,0.0,False,16.0,197.0,41.5,M,2.0,27267.43,1.0,4.0,35-50
1935217,Test,1,1,True,4,0,0,412.0,412.0,0.0,0.0,0.0,False,10.0,120.0,57.5,F,2.0,34171.53,1.0,4.0,50-65
1935338,Control,1,0,False,0,0,1,,,1.0,0.0,0.0,True,5.0,70.0,57.0,F,2.0,96125.97,2.0,5.0,50-65
1935706,Test,2,0,False,3,2,0,,,0.0,1.0,1.0,True,5.0,70.0,58.0,U,2.0,47586.03999999999,5.0,8.0,50-65
1935963,Test,1,1,True,4,0,0,110.0,110.0,0.0,0.0,0.0,False,5.0,64.0,19.5,U,2.0,29954.12,3.0,6.0,<35
1936232,Control,1,1,True,4,0,0,243.0,243.0,0.0,0.0,0.0,False,10.0,121.0,57.0,F,2.0,37950.0,2.0,5.0,50-65
1936336,Control,1,1,True,4,0,0,244.0,244.0,0.0,0.0,0.0,False,12.0,144.0,44.5,M,2.0,55499.41,6.0,9.0,35-50
1936338,Test,1,0,False,2,4,0,,,0.0,4.0,4.0,True,6.0,82.0,45.0,U,2.0,63289.44,0.0,3.0,35-50
1936570,Test,2,1,True,4,1,0,1376.0,870.0,0.0,0.5,0.5,False,16.0,197.0,65.5,M,2.0,44129.89,6.0,9.0,65+
1936828,Control,2,1,True,4,2,0,986.0,680.0,0.0,1.0,1.0,False,16.0,196.0,46.5,F,2.0,96514.14,1.0,4.0,35-50
1936836,Control,2,1,True,4,0,0,400.0,400.0,0.0,0.0,0.0,False,34.0,410.0,70.5,M,3.0,597299.67,5.0,8.0,65+
1936892,Test,1,1,True,4,0,1,115.0,103.0,1.0,0.0,0.0,False,7.0,95.0,29.5,U,2.0,33092.3,6.0,9.0,<35
1937877,Control,1,1,True,4,1,0,126.0,110.0,0.0,1.0,1.0,False,6.0,80.0,50.5,U,2.0,24052.73,0.0,3.0,50-65
1938076,Test,1,1,True,4,1,0,493.0,439.0,0.0,1.0,1.0,False,28.0,339.0,64.5,U,2.0,336818.47,6.0,9.0,50-65
1938366,Test,1,1,True,4,1,0,133.0,126.0,0.0,1.0,1.0,False,12.0,152.0,70.5,M,2.0,206322.09000000003,1.0,4.0,65+
1938493,Test,1,0,False,0,0,1,,,1.0,0.0,0.0,True,23.0,285.0,32.0,M,2.0,49890.07,6.0,9.0,<35
1938523,Test,1,1,True,4,0,0,517.0,517.0,0.0,0.0,0.0,False,20.0,242.0,48.5,M,4.0,705167.2300000001,5.0,8.0,35-50
1938691,Test,1,0,False,0,0,0,,,0.0,0.0,0.0,True,33.0,407.0,29.0,F,5.0,154505.8,5.0,8.0,<35
1938766,Control,1,1,True,4,0,0,139.0,139.0,0.0,0.0,0.0,False,19.0,228.0,26.5,F,2.0,66637.25,6.0,9.0,<35
1938930,Control,1,0,False,3,0,1,,,1.0,0.0,0.0,True,6.0,82.0,44.0,U,3.0,56461.15,1.0,4.0,35-50
1939085,Test,4,1,True,4,5,0,379.0,379.0,0.0,1.25,1.25,False,19.0,237.0,64.5,F,2.0,300620.19,0.0,3.0,50-65
1939391,Control,1,1,True,4,0,0,491.0,491.0,0.0,0.0,0.0,False,25.0,300.0,85.5,M,2.0,57048.11,2.0,5.0,65+
1939527,Test,1,1,True,4,2,0,246.0,141.0,0.0,2.0,2.0,False,16.0,201.0,52.0,F,3.0,205822.57,5.0,8.0,50-65
1939550,Control,1,1,True,4,0,0,213.0,213.0,0.0,0.0,0.0,False,13.0,156.0,50.5,M,2.0,45599.37,1.0,4.0,50-65
1939574,Control,1,1,True,4,0,0,228.0,228.0,0.0,0.0,0.0,False,13.0,167.0,50.0,F,3.0,179390.97999999998,3.0,6.0,35-50
1939607,Test,1,1,True,4,0,0,244.0,244.0,0.0,0.0,0.0,False,13.0,162.0,62.5,M,4.0,701937.28,5.0,8.0,50-65
1939709,Control,1,1,True,4,1,1,490.0,262.0,1.0,1.0,1.0,False,15.0,184.0,33.5,M,3.0,58728.45,6.0,9.0,<35
1939726,Test,1,1,True,4,0,0,428.0,428.0,0.0,0.0,0.0,False,5.0,69.0,49.5,U,2.0,112460.69,1.0,4.0,35-50
1939910,Test,1,1,True,4,0,0,182.0,182.0,0.0,0.0,0.0,False,30.0,370.0,58.5,M,3.0,559941.76,6.0,9.0,50-65
1940048,Control,2,1,True,4,0,0,303.0,303.0,0.0,0.0,0.0,False,14.0,170.0,56.0,M,2.0,124601.81,6.0,9.0,50-65
1940213,Control,1,1,True,4,0,0,86.0,86.0,0.0,0.0,0.0,False,13.0,163.0,44.5,F,2.0,40233.44,0.0,3.0,35-50
1940593,Test,2,0,False,3,1,0,,,0.0,0.5,0.5,True,3.0,42.0,55.5,F,2.0,26877.6,1.0,4.0,50-65
1940635,Control,1,1,True,4,0,0,295.0,295.0,0.0,0.0,0.0,False,13.0,165.0,72.0,F,2.0,379889.74,6.0,9.0,65+
1940744,Test,1,1,True,4,0,0,146.0,146.0,0.0,0.0,0.0,False,20.0,246.0,59.5,M,2.0,46743.55,1.0,5.0,50-65
1940847,Test,1,1,True,4,0,0,155.0,155.0,0.0,0.0,0.0,False,19.0,238.0,43.5,U,2.0,53477.45,0.0,3.0,35-50
1941162,Control,1,1,True,4,2,2,1572.0,280.0,2.0,2.0,2.0,False,14.0,178.0,56.0,F,2.0,63166.22,2.0,5.0,50-65
1941269,Control,1,1,True,4,0,0,292.0,292.0,0.0,0.0,0.0,False,10.0,130.0,24.5,M,2.0,29656.07,1.0,4.0,<35
1941272,Test,2,1,True,4,2,3,126.0,126.0,1.5,1.0,1.0,False,15.0,180.0,22.0,M,3.0,69899.87,6.0,9.0,<35
1941367,Test,2,0,False,3,4,1,,,0.5,2.0,2.0,True,4.0,57.0,71.0,U,2.0,56021.4,3.0,6.0,65+
1941406,Control,1,0,False,0,0,0,,,0.0,0.0,0.0,True,12.0,152.0,33.5,M,2.0,46222.11,6.0,9.0,<35
1941452,Test,2,0,False,2,0,1,,,0.5,0.0,0.0,True,6.0,83.0,33.0,U,2.0,55711.13,6.0,9.0,<35
1942322,Test,1,1,True,4,0,0,231.0,231.0,0.0,0.0,0.0,False,20.0,240.0,45.5,M,2.0,53749.61,1.0,4.0,35-50
1942841,Test,1,0,False,3,0,0,,,0.0,0.0,0.0,True,12.0,154.0,34.0,M,2.0,108955.91,0.0,3.0,<35
1943018,Test,1,1,True,4,0,3,1618.0,1390.0,3.0,0.0,0.0,False,10.0,130.0,64.0,F,2.0,55377.58,6.0,9.0,50-65
1943211,Test,1,0,False,0,0,0,,,0.0,0.0,0.0,True,8.0,99.0,29.0,M,2.0,36341.09,4.0,7.0,<35
1943226,Test,1,1,True,4,1,0,677.0,542.0,0.0,1.0,1.0,False,6.0,83.0,50.5,U,2.0,110324.44,1.0,4.0,50-65
1943261,Test,1,0,False,1,0,0,,,0.0,0.0,0.0,True,8.0,102.0,50.0,U,2.0,165809.3,2.0,5.0,35-50
1943776,Control,1,0,False,3,0,0,,,0.0,0.0,0.0,True,15.0,183.0,70.0,F,2.0,64356.48,6.0,9.0,65+
1944168,Control,1,1,True,4,0,0,265.0,265.0,0.0,0.0,0.0,False,17.0,215.0,45.5,F,2.0,92847.9,0.0,3.0,35-50
1944175,Test,1,1,True,4,0,1,684.0,622.0,1.0,0.0,0.0,False,20.0,241.0,44.5,F,3.0,76057.51,6.0,9.0,35-50
1944524,Test,1,0,False,2,3,0,,,0.0,3.0,3.0,True,20.0,241.0,66.0,F,2.0,156486.21000000002,3.0,6.0,65+
1944919,Control,1,1,True,4,0,1,186.0,105.0,1.0,0.0,0.0,False,6.0,83.0,29.5,U,2.0,49790.73,1.0,4.0,<35
1945208,Control,1,0,False,0,0,1,,,1.0,0.0,0.0,True,20.0,251.0,67.0,F,2.0,40147.81,1.0,4.0,65+
1945276,Test,2,1,True,4,1,0,140.0,140.0,0.0,0.5,0.5,False,16.0,193.0,50.5,M,2.0,91623.79,1.0,4.0,50-65
1945598,Test,1,1,True,4,0,0,469.0,469.0,0.0,0.0,0.0,False,6.0,79.0,81.5,U,2.0,55415.08,0.0,3.0,65+
1945788,Control,1,1,True,4,0,0,955.0,955.0,0.0,0.0,0.0,False,6.0,83.0,66.5,U,2.0,131702.21,0.0,5.0,65+
1946062,Control,1,1,True,4,0,0,130.0,130.0,0.0,0.0,0.0,False,5.0,62.0,18.5,U,2.0,26914.7,0.0,3.0,<35
1946068,Control,1,0,False,1,0,0,,,0.0,0.0,0.0,True,15.0,187.0,48.0,M,2.0,28925.56,6.0,9.0,35-50
1946085,Test,2,1,True,4,1,1,505.0,501.0,0.5,0.5,0.5,False,5.0,65.0,51.5,U,3.0,36203.3,6.0,9.0,50-65
1946236,Control,1,0,False,1,0,0,,,0.0,0.0,0.0,True,9.0,113.0,77.0,F,2.0,26282.65,1.0,4.0,65+
1946252,Control,1,1,True,4,0,0,227.0,227.0,0.0,0.0,0.0,False,20.0,251.0,55.5,M,3.0,78570.18,6.0,9.0,50-65
1946273,Test,1,1,True,4,0,0,322.0,322.0,0.0,0.0,0.0,False,20.0,244.0,61.5,F,2.0,26801.64,2.0,5.0,50-65
1946281,Test,1,1,True,4,1,0,1023.0,1002.0,0.0,1.0,1.0,False,13.0,159.0,33.5,M,2.0,54930.66,4.0,7.0,<35
1946416,Control,1,0,False,1,0,1,,,1.0,0.0,0.0,True,10.0,130.0,35.0,M,3.0,106984.29,0.0,3.0,<35
1946825,Test,2,1,True,4,0,1,1065.0,1058.0,0.5,0.0,0.0,False,27.0,335.0,67.5,M,2.0,350068.98,4.0,7.0,65+
1946959,Control,1,1,True,4,0,0,138.0,138.0,0.0,0.0,0.0,False,18.0,219.0,35.0,F,3.0,71003.95,6.0,9.0,<35
1947728,Test,4,1,True,4,1,0,172.0,172.0,0.0,0.25,0.25,False,21.0,261.0,59.0,M,2.0,42825.75,6.0,9.0,50-65
1947956,Test,1,0,False,0,0,2,,,2.0,0.0,0.0,True,22.0,271.0,43.0,U,3.0,1820906.65,6.0,9.0,35-50
1948090,Control,1,1,True,4,0,0,451.0,451.0,0.0,0.0,0.0,False,20.0,251.0,64.5,M,3.0,108433.17,6.0,9.0,50-65
1948091,Control,1,1,True,4,0,0,385.0,385.0,0.0,0.0,0.0,False,8.0,106.0,36.5,M,2.0,30695.19,0.0,3.0,35-50
1948381,Test,1,1,True,4,0,2,327.0,230.0,2.0,0.0,0.0,False,11.0,142.0,56.0,F,2.0,31265.16,2.0,5.0,50-65
1948430,Control,1,1,True,4,0,0,241.0,241.0,0.0,0.0,0.0,False,6.0,73.0,31.0,U,2.0,60371.74,3.0,6.0,<35
1948517,Control,1,1,True,4,0,0,254.0,254.0,0.0,0.0,0.0,False,13.0,156.0,53.5,M,2.0,69588.56,0.0,3.0,50-65
1948555,Test,1,1,True,4,0,0,1054.0,1054.0,0.0,0.0,0.0,False,22.0,265.0,76.5,F,2.0,150558.14,2.0,5.0,65+
1948843,Control,1,0,False,3,0,0,,,0.0,0.0,0.0,True,26.0,315.0,30.0,F,2.0,30570.67,0.0,3.0,<35
1948870,Control,1,1,True,4,4,2,491.0,201.0,2.0,4.0,4.0,False,21.0,263.0,46.0,M,3.0,201937.71,6.0,9.0,35-50
1949154,Control,1,0,False,1,0,0,,,0.0,0.0,0.0,True,8.0,98.0,54.0,U,2.0,32455.69,0.0,3.0,50-65
1949195,Control,1,1,True,4,0,2,858.0,247.0,2.0,0.0,0.0,False,6.0,83.0,28.5,U,2.0,66546.12,3.0,6.0,<35
1949391,Test,2,1,True,4,2,0,76.0,76.0,0.0,1.0,1.0,False,15.0,190.0,51.5,M,2.0,46814.12,3.0,6.0,50-65
1949458,Test,1,1,True,4,0,0,538.0,538.0,0.0,0.0,0.0,False,8.0,106.0,49.5,M,2.0,83865.68,5.0,8.0,35-50
1949499,Test,2,0,False,3,2,1,,,0.5,1.0,1.0,True,15.0,182.0,48.0,M,2.0,33869.54,0.0,3.0,35-50
1949624,Control,1,0,False,3,0,0,,,0.0,0.0,0.0,True,5.0,71.0,48.0,U,2.0,43539.16,6.0,9.0,35-50
1949872,Test,1,1,True,4,0,0,167.0,167.0,0.0,0.0,0.0,False,13.0,164.0,37.5,M,3.0,132243.59999999998,6.0,9.0,35-50
1950203,Test,1,1,True,4,0,0,273.0,273.0,0.0,0.0,0.0,False,6.0,83.0,57.5,U,2.0,161888.91999999998,6.0,9.0,50-65
1950444,Test,1,1,True,4,0,0,205.0,205.0,0.0,0.0,0.0,False,12.0,147.0,42.0,M,3.0,717290.88,5.0,8.0,35-50
1950553,Control,1,0,False,1,0,0,,,0.0,0.0,0.0,True,5.0,60.0,47.0,U,2.0,59113.9,6.0,9.0,35-50
1950811,Control,1,1,True,4,0,0,170.0,170.0,0.0,0.0,0.0,False,7.0,84.0,47.5,U,2.0,66624.44,2.0,5.0,35-50
1951181,Test,1,0,False,3,1,0,,,0.0,1.0,1.0,True,14.0,178.0,38.0,M,2.0,60264.97,2.0,5.0,35-50
1951290,Control,8,1,True,4,1,8,197.0,197.0,1.0,0.125,0.125,False,36.0,441.0,44.0,M,3.0,68672.57,4.0,7.0,35-50
1951358,Test,2,1,True,4,0,6,1035.0,1035.0,3.0,0.0,0.0,False,6.0,83.0,59.0,U,2.0,34521.03,1.0,4.0,50-65
1951762,Test,1,1,True,4,0,0,164.0,164.0,0.0,0.0,0.0,False,12.0,152.0,51.0,F,3.0,794275.68,2.0,5.0,50-65
1951883,Control,2,0,False,1,0,0,,,0.0,0.0,0.0,True,27.0,334.0,73.0,F,3.0,256425.41,5.0,8.0,65+
1952462,Control,2,1,True,4,0,0,192.0,192.0,0.0,0.0,0.0,False,16.0,195.0,49.5,F,2.0,96975.93,5.0,8.0,35-50
1952790,Control,1,1,True,4,0,2,2136.0,110.0,2.0,0.0,0.0,False,30.0,361.0,60.0,F,4.0,1249006.0599999998,5.0,8.0,50-65
1953048,Test,1,1,True,4,1,3,1155.0,197.0,3.0,1.0,1.0,False,15.0,191.0,34.5,F,2.0,98666.01,2.0,5.0,<35
1953157,Test,1,1,True,4,0,0,247.0,247.0,0.0,0.0,0.0,False,9.0,111.0,60.5,U,2.0,25787.87,2.0,5.0,50-65
1953269,Control,1,1,True,4,0,0,193.0,193.0,0.0,0.0,0.0,False,15.0,182.0,42.5,M,2.0,37871.18,4.0,7.0,35-50
1953574,Test,1,1,True,4,0,0,345.0,345.0,0.0,0.0,0.0,False,18.0,219.0,42.5,M,2.0,41270.05,2.0,5.0,35-50
1953774,Test,1,1,True,4,0,0,306.0,306.0,0.0,0.0,0.0,False,4.0,58.0,68.5,U,2.0,191990.52,1.0,4.0,65+
1953861,Control,1,1,True,4,0,0,260.0,260.0,0.0,0.0,0.0,False,4.0,58.0,54.5,U,2.0,30748.55,1.0,4.0,50-65
1953978,Control,1,1,True,4,0,0,225.0,225.0,0.0,0.0,0.0,False,22.0,272.0,58.5,U,2.0,61909.84,1.0,4.0,50-65
1954046,Test,2,1,True,4,2,0,464.0,238.0,0.0,1.0,1.0,False,5.0,67.0,27.5,U,3.0,164687.77000000002,6.0,9.0,<35
1954630,Test,1,1,True,4,0,0,149.0,149.0,0.0,0.0,0.0,False,2.0,33.0,33.5,U,2.0,30233.68,4.0,7.0,<35
1954966,Test,1,1,True,4,1,1,1414.0,267.0,1.0,1.0,1.0,False,4.0,59.0,18.5,U,2.0,35457.1,0.0,3.0,<35
1955277,Test,1,1,True,4,0,1,104.0,81.0,1.0,0.0,0.0,False,8.0,103.0,28.5,U,3.0,42070.76,4.0,7.0,<35
1955489,Test,1,1,True,4,0,0,491.0,491.0,0.0,0.0,0.0,False,6.0,73.0,40.5,U,2.0,42991.46,5.0,8.0,35-50
