client_id,group,journeys,completed_journeys,completed,furthest_step,step_backs,repeated_steps,completion_time_s,effective_time_s,error_rate_a,error_rate_b,step_backs_per_journey,abandoned,clnt_tenure_yr,clnt_tenure_mnth,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth,age_band
555,Test,1,1,True,4,0,0,158.0,158.0,0.0,0.0,0.0,False,3.0,46.0,29.5,U,2.0,25454.66,2.0,6.0,<35
647,Test,1,1,True,4,0,0,377.0,377.0,0.0,0.0,0.0,False,12.0,151.0,57.5,M,2.0,30525.8,0.0,4.0,50-65
934,Test,1,0,False,0,0,3,,,3.0,0.0,0.0,True,9.0,109.0,51.0,F,2.0,32522.88,0.0,3.0,50-65
1028,Control,1,0,False,3,2,2,,,2.0,2.0,2.0,True,12.0,145.0,36.0,M,3.0,103520.22,1.0,4.0,35-50
1104,Control,2,0,False,0,0,0,,,0.0,0.0,0.0,True,5.0,66.0,48.0,U,3.0,154643.94,6.0,9.0,35-50
1186,Control,2,0,False,2,0,0,,,0.0,0.0,0.0,True,8.0,99.0,22.0,U,2.0,31662.52,0.0,3.0,<35
1195,Control,1,1,True,4,0,0,245.0,245.0,0.0,0.0,0.0,False,21.0,262.0,54.5,M,2.0,28457.96,2.0,5.0,50-65
1197,Control,1,1,True,4,1,0,95.0,84.0,0.0,1.0,1.0,False,7.0,85.0,28.5,U,5.0,177062.14,5.0,8.0,<35
1336,Test,1,1,True,4,0,0,211.0,211.0,0.0,0.0,0.0,False,48.0,576.0,42.0,M,4.0,130537.18,6.0,9.0,35-50
1346,Test,1,0,False,3,2,2,,,2.0,2.0,2.0,True,14.0,177.0,46.0,F,2.0,822512.91,3.0,6.0,35-50
1368,Control,1,0,False,0,0,0,,,0.0,0.0,0.0,True,5.0,60.0,45.0,F,3.0,61956.25,6.0,9.0,35-50
1516,Test,2,1,True,4,3,3,954.0,954.0,1.5,1.5,1.5,False,12.0,150.0,58.5,F,2.0,25408.39,5.0,8.0,50-65
1643,Test,3,1,True,4,1,1,688.0,688.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,19.0,229.0,55.0,M,2.0,81731.39,0.0,3.0,50-65
1755,Test,2,1,True,4,0,0,223.0,223.0,0.0,0.0,0.0,False,9.0,110.0,46.5,M,2.0,179775.21999999997,0.0,3.0,35-50
1836,Test,3,1,True,4,1,0,117.0,117.0,0.0,0.3333333333333333,0.3333333333333333,False,13.0,157.0,51.5,M,2.0,826232.62,4.0,7.0,50-65
1936,Test,1,1,True,4,1,3,208.0,109.0,3.0,1.0,1.0,False,5.0,63.0,26.5,M,2.0,52447.9,6.0,9.0,<35
2439,Control,1,0,False,0,0,0,,,0.0,0.0,0.0,True,11.0,142.0,56.0,M,2.0,504142.55,0.0,3.0,50-65
2581,Control,1,0,False,0,0,0,,,0.0,0.0,0.0,True,4.0,58.0,22.0,M,2.0,24976.79,1.0,4.0,<35
2720,Test,1,0,False,0,0,2,,,2.0,0.0,0.0,True,9.0,117.0,25.0,M,3.0,81536.0,6.0,9.0,<35
3232,Test,1,1,True,4,0,0,320.0,320.0,0.0,0.0,0.0,False,9.0,116.0,52.0,F,2.0,45617.96,3.0,6.0,50-65
3572,Test,1,1,True,4,0,0,255.0,255.0,0.0,0.0,0.0,False,15.0,189.0,54.5,M,2.0,84673.58,0.0,3.0,50-65
3647,Control,2,0,False,3,1,0,,,0.0,0.5,0.5,True,15.0,190.0,63.0,F,2.0,154244.15,4.0,7.0,50-65
3743,Control,1,1,True,4,0,0,292.0,292.0,0.0,0.0,0.0,False,6.0,75.0,30.0,U,3.0,48262.21,3.0,6.0,<35
4369,Test,1,1,True,4,0,0,632.0,632.0,0.0,0.0,0.0,False,14.0,172.0,70.5,F,2.0,191263.96,0.0,3.0,65+
4484,Test,1,1,True,4,0,2,1672.0,601.0,2.0,0.0,0.0,False,16.0,199.0,48.5,M,2.0,51499.77,2.0,5.0,35-50
4603,Test,1,1,True,4,0,0,159.0,159.0,0.0,0.0,0.0,False,12.0,154.0,38.5,F,2.0,48726.26,6.0,9.0,35-50
4717,Test,2,1,True,4,1,0,183.0,183.0,0.0,0.5,0.5,False,7.0,86.0,58.0,U,2.0,1739571.5499999998,6.0,9.0,50-65
4870,Test,1,1,True,4,0,0,412.0,412.0,0.0,0.0,0.0,False,21.0,253.0,26.5,M,3.0,89408.8,6.0,9.0,<35
5354,Control,2,1,True,4,0,0,90.0,90.0,0.0,0.0,0.0,False,4.0,58.0,50.5,U,2.0,62282.38,2.0,5.0,50-65
5845,Test,2,0,False,3,0,1,,,0.5,0.0,0.0,True,23.0,280.0,76.0,F,2.0,213906.62,2.0,5.0,65+
6022,Test,1,0,False,1,1,0,,,0.0,1.0,1.0,True,7.0,92.0,30.0,U,2.0,36485.55,6.0,9.0,<35
6150,Test,1,0,False,0,0,0,,,0.0,0.0,0.0,True,27.0,329.0,67.0,F,2.0,199928.94,2.0,6.0,65+
6642,Control,1,1,True,4,0,0,443.0,443.0,0.0,0.0,0.0,False,12.0,149.0,35.5,M,2.0,34987.23,0.0,3.0,35-50
6904,Test,1,1,True,4,0,0,125.0,125.0,0.0,0.0,0.0,False,12.0,155.0,64.5,M,2.0,348285.51,6.0,9.0,50-65
6977,Control,1,1,True,4,0,0,227.0,227.0,0.0,0.0,0.0,False,4.0,57.0,53.0,U,2.0,26011.36,0.0,3.0,50-65
6985,Control,1,1,True,4,0,1,626.0,331.0,1.0,0.0,0.0,False,7.0,89.0,61.5,U,3.0,84975.6,6.0,9.0,50-65
7020,Control,2,1,True,4,1,0,236.0,215.0,0.0,0.5,0.5,False,16.0,195.0,41.5,F,2.0,63648.09,2.0,5.0,35-50
7561,Test,2,0,False,2,1,0,,,0.0,0.5,0.5,True,11.0,141.0,33.0,M,2.0,35070.619999999995,6.0,9.0,<35
7563,Test,1,1,True,4,0,0,315.0,315.0,0.0,0.0,0.0,False,8.0,106.0,29.5,M,3.0,186719.52,6.0,9.0,<35
7567,Control,1,1,True,4,0,0,141.0,141.0,0.0,0.0,0.0,False,21.0,252.0,33.0,F,2.0,27165.99,1.0,5.0,<35
7657,Test,1,1,True,4,1,0,289.0,101.0,0.0,1.0,1.0,False,18.0,218.0,41.5,M,2.0,55643.37,2.0,5.0,35-50
7723,Test,1,1,True,4,0,0,311.0,311.0,0.0,0.0,0.0,False,30.0,364.0,54.5,M,4.0,571316.8,5.0,8.0,50-65
7934,Test,1,0,False,1,1,0,,,0.0,1.0,1.0,True,20.0,241.0,44.0,F,2.0,126480.9,6.0,9.0,35-50
8023,Test,1,0,False,1,0,0,,,0.0,0.0,0.0,True,21.0,257.0,50.0,F,2.0,34676.55,3.0,6.0,35-50
8039,Control,1,0,False,3,0,0,,,0.0,0.0,0.0,True,18.0,226.0,58.0,U,2.0,79960.0,6.0,9.0,50-65
8055,Test,1,1,True,4,0,0,297.0,297.0,0.0,0.0,0.0,False,22.0,269.0,55.5,M,2.0,710672.04,5.0,8.0,50-65
8101,Control,1,1,True,4,0,0,954.0,954.0,0.0,0.0,0.0,False,11.0,143.0,70.5,M,2.0,257863.03,6.0,9.0,65+
8124,Control,1,0,False,0,0,0,,,0.0,0.0,0.0,True,14.0,170.0,42.0,M,2.0,61022.23,5.0,8.0,35-50
8610,Test,1,0,False,0,0,1,,,1.0,0.0,0.0,True,8.0,99.0,27.0,U,2.0,36626.55,0.0,3.0,<35
8712,Test,1,0,False,2,1,0,,,0.0,1.0,1.0,True,9.0,108.0,38.0,U,2.0,84995.78,1.0,4.0,35-50
8820,Test,1,1,True,4,0,0,418.0,418.0,0.0,0.0,0.0,False,4.0,56.0,25.5,U,2.0,44159.49,2.0,5.0,<35
9229,Control,1,0,False,2,3,0,,,0.0,3.0,3.0,True,8.0,105.0,42.0,M,2.0,78242.15,6.0,9.0,35-50
9751,Test,1,0,False,2,3,0,,,0.0,3.0,3.0,True,5.0,63.0,36.0,M,2.0,30597.08,4.0,7.0,35-50
9767,Control,2,1,True,4,0,1,279.0,279.0,0.5,0.0,0.0,False,6.0,75.0,34.0,M,2.0,29523.54,1.0,4.0,<35
9845,Control,1,0,False,0,0,0,,,0.0,0.0,0.0,True,5.0,60.0,25.0,F,2.0,31196.85,0.0,3.0,<35
9916,Test,1,0,False,2,0,0,,,0.0,0.0,0.0,True,17.0,211.0,40.5,M,2.0,162968.55,4.0,7.0,35-50
10344,Control,1,0,False,0,0,4,,,4.0,0.0,0.0,True,17.0,205.0,82.0,M,2.0,94009.47,3.0,6.0,65+
10363,Test,1,0,False,1,0,0,,,0.0,0.0,0.0,True,6.0,73.0,26.0,U,3.0,81518.45999999999,6.0,9.0,<35
11040,Test,1,1,True,4,0,0,120.0,120.0,0.0,0.0,0.0,False,5.0,69.0,31.5,U,3.0,50531.17999999999,6.0,9.0,<35
11054,Control,1,1,True,4,0,1,609.0,509.0,1.0,0.0,0.0,False,4.0,56.0,60.0,M,2.0,208185.54,2.0,5.0,50-65
11070,Control,2,1,True,4,0,3,1085.0,401.0,1.5,0.0,0.0,False,14.0,171.0,53.5,M,3.0,255988.05,6.0,9.0,50-65
11122,Control,1,1,True,4,0,0,211.0,211.0,0.0,0.0,0.0,False,16.0,194.0,40.5,M,2.0,31193.51,2.0,5.0,35-50
11309,Test,1,1,True,4,0,0,198.0,198.0,0.0,0.0,0.0,False,10.0,126.0,46.5,F,3.0,647166.9600000001,5.0,8.0,35-50
11880,Test,1,1,True,4,1,3,380.0,147.0,3.0,1.0,1.0,False,5.0,71.0,27.0,U,2.0,61355.21,6.0,9.0,<35
12045,Control,1,0,False,2,0,0,,,0.0,0.0,0.0,True,12.0,154.0,37.0,F,2.0,140704.74,2.0,5.0,35-50
12785,Test,1,1,True,4,0,2,1989.0,1165.0,2.0,0.0,0.0,False,15.0,190.0,51.5,F,2.0,82425.54999999999,2.0,5.0,50-65
13009,Control,1,1,True,4,2,0,397.0,347.0,0.0,2.0,2.0,False,10.0,121.0,63.5,U,2.0,71534.88,1.0,4.0,50-65
13735,Test,1,1,True,4,0,0,159.0,159.0,0.0,0.0,0.0,False,11.0,143.0,27.5,M,2.0,119530.99,5.0,8.0,<35
13831,Control,2,0,False,2,1,3,,,1.5,0.5,0.5,True,16.0,194.0,42.0,F,3.0,241208.2,6.0,9.0,35-50
14690,Test,1,0,False,1,1,0,,,0.0,1.0,1.0,True,6.0,83.0,43.0,M,3.0,205881.18,5.0,8.0,35-50
14775,Control,1,0,False,0,0,0,,,0.0,0.0,0.0,True,15.0,191.0,28.0,F,4.0,150775.9,5.0,8.0,<35
15050,Test,1,1,True,4,2,0,344.0,186.0,0.0,2.0,2.0,False,26.0,321.0,52.5,F,3.0,65688.56,6.0,9.0,50-65
15189,Test,1,1,True,4,0,0,147.0,147.0,0.0,0.0,0.0,False,5.0,66.0,19.5,U,3.0,52505.2,1.0,4.0,<35
15753,Test,2,0,False,3,3,2,,,1.0,1.5,1.5,True,6.0,75.0,58.0,M,2.0,59565.0,3.0,6.0,50-65
15807,Test,1,0,False,3,1,0,,,0.0,1.0,1.0,True,4.0,55.0,27.0,F,2.0,59259.9,3.0,6.0,<35
16095,Control,1,0,False,3,0,0,,,0.0,0.0,0.0,True,6.0,76.0,30.0,U,2.0,81652.98,1.0,4.0,<35
16098,Test,1,1,True,4,0,0,122.0,122.0,0.0,0.0,0.0,False,6.0,72.0,36.5,U,3.0,58643.48,2.0,5.0,35-50
16135,Control,5,1,True,4,1,1,768.0,209.0,0.2,0.2,0.2,False,14.0,170.0,63.5,F,2.0,173616.2,3.0,6.0,50-65
16202,Control,1,0,False,1,0,0,,,0.0,0.0,0.0,True,7.0,94.0,36.0,U,2.0,32984.48,1.0,4.0,35-50
16295,Test,1,1,True,4,2,0,509.0,285.0,0.0,2.0,2.0,False,23.0,281.0,55.0,F,2.0,77984.93,2.0,5.0,50-65
16549,Control,3,1,True,4,1,0,384.0,359.0,0.0,0.3333333333333333,0.3333333333333333,False,24.0,294.0,55.5,F,3.0,314799.02,4.0,7.0,50-65
16679,Control,3,0,False,2,0,3,,,1.0,0.0,0.0,True,7.0,89.0,40.0,U,2.0,65987.79999999999,6.0,9.0,35-50
16744,Control,1,0,False,0,0,1,,,1.0,0.0,0.0,True,18.0,224.0,62.0,F,2.0,117267.04,1.0,4.0,50-65
16747,Control,1,1,True,4,0,0,156.0,156.0,0.0,0.0,0.0,False,13.0,166.0,31.5,F,2.0,64652.09,1.0,4.0,<35
16881,Test,1,0,False,0,0,0,,,0.0,0.0,0.0,True,5.0,70.0,55.0,U,3.0,72457.16,6.0,9.0,50-65
17008,Control,1,1,True,4,0,0,326.0,326.0,0.0,0.0,0.0,False,25.0,304.0,55.5,M,2.0,27571.03,1.0,4.0,50-65
17036,Control,1,1,True,4,0,0,201.0,201.0,0.0,0.0,0.0,False,5.0,65.0,34.5,U,3.0,49959.53,3.0,6.0,<35
17160,Control,4,1,True,4,0,0,321.0,321.0,0.0,0.0,0.0,False,14.0,169.0,53.5,F,3.0,140511.63,6.0,9.0,50-65
17170,Test,1,1,True,4,0,0,265.0,265.0,0.0,0.0,0.0,False,15.0,189.0,63.0,M,2.0,83531.35,3.0,6.0,50-65
17318,Test,1,0,False,3,1,0,,,0.0,1.0,1.0,True,16.0,195.0,69.0,M,2.0,51120.27,0.0,3.0,65+
17404,Test,1,1,True,4,0,0,99.0,99.0,0.0,0.0,0.0,False,5.0,70.0,37.5,U,2.0,45770.59,3.0,6.0,35-50
18549,Test,1,1,True,4,0,0,153.0,153.0,0.0,0.0,0.0,False,22.0,264.0,43.0,M,3.0,55374.98,4.0,7.0,35-50
18660,Control,1,0,False,1,1,1,,,1.0,1.0,1.0,True,18.0,222.0,45.0,M,2.0,98708.9,2.0,5.0,35-50
18973,Control,1,1,True,4,0,1,798.0,376.0,1.0,0.0,0.0,False,13.0,160.0,54.0,M,4.0,353529.66,1.0,4.0,50-65
19060,Test,1,0,False,3,1,0,,,0.0,1.0,1.0,True,9.0,117.0,55.0,M,2.0,70494.94,0.0,3.0,50-65
19613,Control,1,0,False,0,0,0,,,0.0,0.0,0.0,True,7.0,84.0,26.0,U,2.0,69056.51999999999,4.0,7.0,<35
19782,Control,1,1,True,4,0,0,459.0,459.0,0.0,0.0,0.0,False,6.0,82.0,61.5,U,2.0,27840.35,2.0,5.0,50-65
19813,Control,1,1,True,4,0,1,672.0,671.0,1.0,0.0,0.0,False,14.0,168.0,65.0,F,2.0,31462.06,0.0,3.0,50-65
19832,Control,1,1,True,4,0,0,411.0,411.0,0.0,0.0,0.0,False,14.0,168.0,63.5,F,2.0,97291.64,3.0,6.0,50-65
20091,Control,1,1,True,4,1,1,294.0,153.0,1.0,1.0,1.0,False,5.0,70.0,21.0,U,3.0,69958.08,5.0,8.0,<35
20185,Test,2,1,True,4,7,5,2459.0,1127.0,2.5,3.5,3.5,False,15.0,189.0,60.5,F,2.0,69992.51999999999,2.0,5.0,50-65
20537,Control,1,1,True,4,0,0,235.0,235.0,0.0,0.0,0.0,False,9.0,109.0,74.5,F,2.0,72955.33,6.0,9.0,65+
20564,Test,1,1,True,4,2,1,835.0,658.0,1.0,2.0,2.0,False,10.0,124.0,55.5,M,6.0,1648443.6,3.0,6.0,50-65
20643,Test,1,1,True,4,0,0,118.0,118.0,0.0,0.0,0.0,False,9.0,119.0,34.5,M,2.0,59487.79,2.0,5.0,<35
20668,Test,1,0,False,1,0,1,,,1.0,0.0,0.0,True,28.0,342.0,68.0,F,2.0,38528.21,5.0,8.0,65+
20898,Control,1,0,False,0,0,0,,,0.0,0.0,0.0,True,4.0,58.0,27.0,U,2.0,44859.81,3.0,6.0,<35
21200,Test,1,0,False,3,1,0,,,0.0,1.0,1.0,True,5.0,71.0,61.0,U,2.0,244443.18,6.0,9.0,50-65
21242,Control,1,1,True,4,0,0,81.0,81.0,0.0,0.0,0.0,False,13.0,163.0,30.5,F,2.0,42414.56,6.0,9.0,<35
21281,Test,2,1,True,4,1,0,319.0,304.0,0.0,0.5,0.5,False,12.0,144.0,63.5,M,2.0,24221.12,0.0,3.0,50-65
21353,Control,1,1,True,4,2,0,255.0,188.0,0.0,2.0,2.0,False,21.0,260.0,77.5,F,2.0,25418.25,2.0,5.0,65+
21403,Test,3,0,False,0,0,2,,,0.6666666666666666,0.0,0.0,True,11.0,143.0,41.0,F,2.0,74353.32,1.0,4.0,35-50
21498,Control,2,1,True,4,0,3,732.0,441.0,1.5,0.0,0.0,False,16.0,193.0,70.5,F,2.0,50672.1,5.0,8.0,65+
21522,Test,2,0,False,3,5,4,,,2.0,2.5,2.5,True,4.0,58.0,65.0,F,2.0,76748.89,6.0,9.0,50-65
21596,Test,1,1,True,4,1,0,451.0,213.0,0.0,1.0,1.0,False,11.0,142.0,43.0,U,2.0,56511.63,0.0,3.0,35-50
21719,Control,1,0,False,3,0,0,,,0.0,0.0,0.0,True,5.0,60.0,27.0,M,2.0,30765.88,0.0,3.0,<35
21940,Control,3,1,True,4,0,2,157.0,154.0,0.6666666666666666,0.0,0.0,False,12.0,150.0,43.5,M,2.0,33031.88,6.0,9.0,35-50
21970,Control,1,0,False,2,0,0,,,0.0,0.0,0.0,True,5.0,65.0,22.5,U,4.0,170906.62,4.0,7.0,<35
22007,Test,1,1,True,4,0,0,238.0,238.0,0.0,0.0,0.0,False,10.0,131.0,75.5,F,2.0,168540.65000000002,6.0,9.0,65+
22793,Test,1,0,False,2,0,0,,,0.0,0.0,0.0,True,16.0,193.0,55.0,M,2.0,219289.2,1.0,4.0,50-65
22885,Control,3,0,False,3,4,4,,,1.3333333333333333,1.3333333333333333,1.3333333333333333,True,5.0,70.0,32.0,F,3.0,149784.99,6.0,9.0,<35
23276,Control,1,1,True,4,1,1,268.0,68.0,1.0,1.0,1.0,False,13.0,158.0,67.5,M,2.0,183345.95,3.0,6.0,65+
23864,Control,1,1,True,4,0,0,328.0,328.0,0.0,0.0,0.0,False,16.0,196.0,47.5,M,2.0,192922.53,2.0,5.0,35-50
23914,Test,1,1,True,4,0,0,119.0,119.0,0.0,0.0,0.0,False,7.0,91.0,25.0,U,2.0,30797.88,4.0,7.0,<35
24079,Control,1,0,False,0,0,2,,,2.0,0.0,0.0,True,10.0,125.0,30.0,F,2.0,183067.04,6.0,9.0,<35
24443,Test,2,1,True,4,5,4,1818.0,540.0,2.0,2.5,2.5,False,10.0,122.0,49.0,M,2.0,331869.28,6.0,9.0,35-50
24572,Test,1,1,True,4,1,0,417.0,256.0,0.0,1.0,1.0,False,6.0,72.0,23.5,F,2.0,52351.16,3.0,6.0,<35
24703,Test,1,0,False,1,0,0,,,0.0,0.0,0.0,True,5.0,63.0,30.5,F,3.0,30123.94,6.0,9.0,<35
24710,Control,1,1,True,4,0,0,227.0,227.0,0.0,0.0,0.0,False,21.0,259.0,49.0,F,3.0,499093.11,4.0,7.0,35-50
24841,Test,2,1,True,4,0,0,216.0,216.0,0.0,0.0,0.0,False,14.0,178.0,70.5,M,2.0,122013.3,6.0,9.0,65+
25022,Test,1,1,True,4,0,0,568.0,568.0,0.0,0.0,0.0,False,8.0,98.0,26.5,U,2.0,75836.08,3.0,6.0,<35
25026,Test,1,1,True,4,0,0,437.0,437.0,0.0,0.0,0.0,False,10.0,123.0,62.5,M,2.0,49325.12,6.0,9.0,50-65
25043,Control,1,1,True,4,0,0,123.0,123.0,0.0,0.0,0.0,False,25.0,310.0,59.5,F,2.0,101511.78,6.0,9.0,50-65
25766,Control,1,1,True,4,1,0,333.0,295.0,0.0,1.0,1.0,False,15.0,181.0,33.5,F,2.0,70057.79000000001,0.0,3.0,<35
26036,Test,1,1,True,4,0,0,61.0,61.0,0.0,0.0,0.0,False,12.0,154.0,28.5,M,3.0,41695.78999999999,6.0,9.0,<35
26070,Test,1,1,True,4,0,0,377.0,377.0,0.0,0.0,0.0,False,10.0,124.0,24.0,M,2.0,42777.59,1.0,5.0,<35
26105,Test,1,1,True,4,0,1,152.0,113.0,1.0,0.0,0.0,False,5.0,65.0,33.0,U,2.0,80349.53,0.0,3.0,<35
26211,Control,1,1,True,4,0,0,585.0,585.0,0.0,0.0,0.0,False,15.0,181.0,41.5,F,2.0,175885.87,0.0,3.0,35-50
26286,Control,1,0,False,1,0,0,,,0.0,0.0,0.0,True,12.0,149.0,71.0,F,2.0,27511.56,3.0,6.0,65+
26696,Test,1,0,False,0,0,2,,,2.0,0.0,0.0,True,29.0,352.0,59.0,M,4.0,548368.8,5.0,8.0,50-65
27021,Control,1,1,True,4,1,0,1362.0,520.0,0.0,1.0,1.0,False,9.0,114.0,34.5,M,3.0,94571.25,6.0,9.0,<35
27075,Test,1,1,True,4,0,0,75.0,75.0,0.0,0.0,0.0,False,20.0,250.0,53.5,M,2.0,252504.83,1.0,4.0,50-65
27241,Control,2,1,True,4,1,0,103.0,88.0,0.0,0.5,0.5,False,8.0,101.0,34.5,U,5.0,645122.5,6.0,9.0,<35
27554,Control,1,1,True,4,0,0,94.0,94.0,0.0,0.0,0.0,False,16.0,194.0,36.0,M,2.0,88188.19,3.0,6.0,35-50
27764,Test,1,1,True,4,1,0,626.0,452.0,0.0,1.0,1.0,False,4.0,58.0,23.0,U,2.0,30495.82,1.0,4.0,<35
27907,Test,1,1,True,4,0,0,371.0,371.0,0.0,0.0,0.0,False,4.0,59.0,52.5,U,2.0,29550.08,0.0,3.0,50-65
27988,Control,4,1,True,4,0,4,135.0,135.0,1.0,0.0,0.0,False,28.0,345.0,60.0,F,3.0,303467.75,6.0,9.0,50-65
28241,Test,1,1,True,4,0,0,278.0,278.0,0.0,0.0,0.0,False,6.0,80.0,48.5,M,3.0,421518.75,5.0,8.0,35-50
28371,Test,2,1,True,4,0,0,336.0,336.0,0.0,0.0,0.0,False,11.0,139.0,34.5,M,3.0,307545.14,6.0,9.0,<35
28542,Control,1,1,True,4,0,0,490.0,490.0,0.0,0.0,0.0,False,16.0,195.0,55.0,M,3.0,392091.16,0.0,3.0,50-65
28705,Control,2,1,True,4,1,0,218.0,218.0,0.0,0.5,0.5,False,15.0,190.0,53.0,F,2.0,24910.86,6.0,9.0,50-65
28845,Control,1,1,True,4,0,0,173.0,173.0,0.0,0.0,0.0,False,12.0,144.0,33.5,M,2.0,129771.01,1.0,4.0,<35
28857,Control,2,1,True,4,3,1,558.0,558.0,0.5,1.5,1.5,False,14.0,178.0,52.0,M,2.0,104511.86,3.0,6.0,50-65
29227,Test,1,1,True,4,0,2,328.0,174.0,2.0,0.0,0.0,False,15.0,189.0,69.5,F,3.0,73112.36,1.0,4.0,65+
29527,Test,1,1,True,4,0,1,358.0,264.0,1.0,0.0,0.0,False,10.0,129.0,51.5,F,2.0,48361.4,0.0,3.0,50-65
29595,Control,1,1,True,4,0,0,136.0,136.0,0.0,0.0,0.0,False,5.0,68.0,37.0,U,2.0,46514.58,3.0,6.0,35-50
30318,Test,3,1,True,4,1,1,262.0,262.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,4.0,59.0,54.5,U,3.0,91676.51,4.0,7.0,50-65
30462,Test,1,0,False,0,0,0,,,0.0,0.0,0.0,True,15.0,190.0,66.0,M,2.0,235960.05,3.0,6.0,65+
30493,Test,1,1,True,4,1,1,598.0,484.0,1.0,1.0,1.0,False,15.0,184.0,49.5,F,2.0,169561.27000000002,0.0,3.0,35-50
31191,Control,1,0,False,0,0,1,,,1.0,0.0,0.0,True,15.0,189.0,20.0,M,2.0,26368.84,3.0,6.0,<35
31264,Control,2,1,True,4,1,1,160.0,150.0,0.5,0.5,0.5,False,14.0,174.0,37.0,M,2.0,60888.18,5.0,8.0,35-50
31336,Test,2,1,True,4,3,1,56.0,56.0,0.5,1.5,1.5,False,10.0,123.0,28.5,M,3.0,50968.89,6.0,9.0,<35
31404,Test,1,1,True,4,0,0,198.0,198.0,0.0,0.0,0.0,False,22.0,268.0,54.5,U,2.0,43254.15,3.0,6.0,50-65
31499,Test,1,1,True,4,1,2,764.0,252.0,2.0,1.0,1.0,False,20.0,246.0,66.0,M,3.0,211432.85,3.0,6.0,65+
31502,Control,1,1,True,4,1,0,636.0,399.0,0.0,1.0,1.0,False,7.0,84.0,47.5,U,2.0,57208.46,1.0,4.0,35-50
31597,Test,4,1,True,4,2,3,181.0,181.0,0.75,0.5,0.5,False,6.0,80.0,68.0,U,2.0,144290.56,6.0,9.0,65+
31715,Control,1,1,True,4,0,0,169.0,169.0,0.0,0.0,0.0,False,7.0,85.0,32.5,U,2.0,44980.67999999999,1.0,4.0,<35
31766,Test,2,0,False,2,1,0,,,0.0,0.5,0.5,True,14.0,176.0,19.0,F,2.0,26438.88,3.0,6.0,<35
32197,Control,1,1,True,4,0,0,213.0,213.0,0.0,0.0,0.0,False,15.0,183.0,42.5,M,2.0,36420.05,1.0,4.0,35-50
32305,Control,1,0,False,1,0,0,,,0.0,0.0,0.0,True,7.0,95.0,69.0,F,2.0,239151.07,2.0,5.0,65+
32471,Test,1,0,False,3,4,0,,,0.0,4.0,4.0,True,12.0,154.0,57.0,F,2.0,36440.11,2.0,5.0,50-65
32521,Test,1,1,True,4,0,0,198.0,198.0,0.0,0.0,0.0,False,14.0,174.0,57.5,F,2.0,71650.0,3.0,6.0,50-65
32746,Test,1,1,True,4,2,1,356.0,190.0,1.0,2.0,2.0,False,14.0,171.0,40.5,F,2.0,63460.18,3.0,6.0,35-50
32859,Control,1,0,False,3,0,0,,,0.0,0.0,0.0,True,4.0,48.0,66.0,U,2.0,36500.69,1.0,4.0,65+
33190,Control,1,1,True,4,0,0,455.0,455.0,0.0,0.0,0.0,False,14.0,171.0,44.0,F,2.0,108890.4,5.0,8.0,35-50
33265,Test,1,1,True,4,0,0,243.0,243.0,0.0,0.0,0.0,False,18.0,219.0,42.5,U,3.0,499871.06,6.0,9.0,35-50
33463,Control,1,1,True,4,3,0,676.0,159.0,0.0,3.0,3.0,False,4.0,59.0,33.5,U,2.0,41910.53999999999,2.0,5.0,<35
33472,Test,1,1,True,4,0,0,250.0,250.0,0.0,0.0,0.0,False,5.0,65.0,42.5,U,2.0,42918.45,6.0,9.0,35-50
33752,Test,1,1,True,4,0,0,102.0,102.0,0.0,0.0,0.0,False,8.0,106.0,51.5,F,2.0,27416.12,0.0,3.0,50-65
34067,Control,1,1,True,4,1,0,949.0,660.0,0.0,1.0,1.0,False,21.0,262.0,65.5,M,3.0,66801.59,4.0,7.0,65+
34101,Test,1,0,False,0,0,3,,,3.0,0.0,0.0,True,16.0,196.0,52.0,F,2.0,146810.53,2.0,5.0,50-65
34267,Control,1,1,True,4,0,0,110.0,110.0,0.0,0.0,0.0,False,21.0,255.0,74.5,M,2.0,38494.91,1.0,4.0,65+
34501,Control,2,0,False,2,3,0,,,0.0,1.5,1.5,True,11.0,143.0,40.0,F,2.0,110211.33,2.0,5.0,35-50
34603,Control,1,1,True,4,0,0,331.0,331.0,0.0,0.0,0.0,False,16.0,194.0,40.5,M,2.0,58331.59,0.0,3.0,35-50
34608,Test,1,0,False,1,0,0,,,0.0,0.0,0.0,True,17.0,215.0,40.0,F,2.0,163981.37,6.0,9.0,35-50
34631,Control,1,0,False,3,2,0,,,0.0,2.0,2.0,True,12.0,154.0,52.0,M,2.0,25427.2,3.0,6.0,50-65
35010,Test,1,0,False,2,2,0,,,0.0,2.0,2.0,True,8.0,100.0,47.0,U,2.0,99482.03,4.0,7.0,35-50
35087,Control,1,0,False,2,1,0,,,0.0,1.0,1.0,True,13.0,158.0,22.0,M,3.0,49199.85,0.0,3.0,<35
35091,Test,1,0,False,1,1,0,,,0.0,1.0,1.0,True,7.0,85.0,24.0,U,2.0,28881.02,0.0,3.0,<35
35138,Test,1,1,True,4,0,0,373.0,373.0,0.0,0.0,0.0,False,24.0,298.0,81.5,F,3.0,794375.0900000001,3.0,6.0,65+
